INDICATOR_SEQ,PARENT_SEQ,AGENCY_NAME,INDICATOR_NAME,DESCRIPTION,CATEGORY,FREQUENCY,DESIRED_CHANGE,INDICATOR_UNIT,DECIMAL_PLACES,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,6,91.6,88.6,91.6,89
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,7,91.6,88.3,91.6,86.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,8,91.6,88,91.6,85.8
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,9,91.6,87.8,91.6,86.1
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,10,91.6,88,91.6,89.8
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,11,91.6,88.2,91.6,90.1
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,12,91.6,88.2,91.6,88.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,1,91.6,91.2,91.6,91.2
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,2,91.6,90.9,91.6,90.7
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,3,91.6,90.6,91.6,90
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,4,91.6,90.9,91.6,91.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,5,91.6,90.1,91.6,87.2
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,6,91.6,90,91.6,89.5
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,7,91.6,89.7,91.6,87.5
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,8,91.6,89.4,91.6,87.8
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,9,91.6,89.4,91.6,89.5
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,10,91.6,89.1,91.6,86.1
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,11,91.6,88.7,91.6,82.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,12,91.6,88.6,91.6,88.2
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,1,91.6,88,91.6,88
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,2,91.6,88.2,91.6,88.3
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,3,91.6,88.9,91.6,90.3
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,4,91.6,89.4,91.6,90.7
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,5,91.6,89,91.6,87.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,6,91.6,87.7,91.6,80.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,7,91.6,86.1,91.6,77.2
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,8,91.6,85.7,91.6,83.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,9,91.6,84.7,91.6,75.9
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,10,91.6,84.1,91.6,79
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,11,91.6,83.9,91.6,81.5
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,12,91.6,83.6,91.6,80.5
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,1,91.6,74.6,91.6,74.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,2,91.6,72.4,91.6,69.8
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,3,91.6,75.9,91.6,82.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,4,91.6,76.3,91.6,77.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,5,91.6,76.4,91.6,75
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,6,91.6,75.4,91.6,72
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,7,91.6,75.1,91.6,73.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,8,91.6,75,91.6,74.7
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,9,91.6,75.2,91.6,76.3
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,10,91.6,75.2,91.6,75.2
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,11,91.6,75.1,91.6,74.5
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,12,91.6,75.1,91.6,75.3
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,1,75,76.1,75,76.1
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,2,75,71.7,75,67.2
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,3,75,73.6,75,77
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,4,75,74.7,75,78.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,5,75,74.9,75,75.1
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,6,75,74.7,75,73.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,7,75,74.4,75,72.8
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,8,75,74.4,75,74.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,9,75,74.4,75,74.1
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,10,75,74.3,75,73.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,11,75,74,75,71
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,12,75,73.9,75,72.7
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,1,75,69.8,75,69.8
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,2,75,67.7,75,65.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,3,75,68.1,75,68.8
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,4,75,68.7,75,70.5
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,5,75,69,75,70.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,6,75,68.5,75,65.7
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,7,75,68.2,75,66.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,8,75,68.3,75,68.5
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,9,75,67.9,75,65.2
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,10,75,67.4,75,62.8
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,11,75,67.1,75,63.75
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,12,75,66.46,75,59.45
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,1,75,59.95,75,59.95
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,2,75,58.19,75,56.35
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,3,75,57.56,75,56.38
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,4,75,56.07,75,51.39
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,5,75,55.33,75,52.6
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,6,75,54.66,75,51.51
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,7,75,55.35,75,59.46
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,8,75,55.43,75,55.95
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,9,75,55.65,75,57.61
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,10,75,55.73,75,56.33
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,11,75,54.81,75,45.4
391702,391690,NYC Transit,OTP (Terminal) - D Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,12,75,54.09,75,45.57
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,6,0,80,0,80
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,7,0,78.9,0,77.8
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,8,0,81.2,0,86
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,9,0,83.4,0,90
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,10,0,85,0,91.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,11,0,85.5,0,87.9
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,12,0,86.3,0,90.8
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,1,90.7,89.3,90.7,89.3
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,2,90.7,88.9,90.7,88.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,3,90.7,87.9,90.7,86.1
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,4,90.7,87.6,90.7,86.9
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,5,90.7,87.5,90.7,87.2
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,6,90.7,86.8,90.7,83.3
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,7,90.7,86.4,90.7,84
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,8,90.7,86.7,90.7,88.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,9,90.7,86.5,90.7,85.4
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,11,90.7,86.8,90.7,87.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,1,90.7,90.1,90.7,90.1
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,2,90.7,87.8,90.7,85.3
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,3,90.7,88,90.7,88.3
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,4,90.7,88.6,90.7,90.3
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,5,90.7,88.6,90.7,88.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,6,90.7,87.9,90.7,87
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,7,90.7,87.5,90.7,84.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,8,90.7,87.3,90.7,86.2
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,9,90.7,87,90.7,84.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,10,90.7,87.1,90.7,88.4
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,11,90.7,87.1,90.7,87.2
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,12,90.7,87.2,90.7,88.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,1,90.7,88.8,90.7,88.8
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,2,90.7,88.1,90.7,87.3
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,3,90.7,87.3,90.7,85.7
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,4,90.7,87,90.7,86
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,5,90.7,87,90.7,86.9
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,6,90.7,87.4,90.7,89.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,7,90.7,86.5,90.7,81.4
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,8,90.7,86,90.7,82.4
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,9,90.7,85.6,90.7,82.8
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,10,90.7,85.7,90.7,86.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,11,90.7,85.8,90.7,86.4
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2012,12,90.7,85.9,90.7,87.2
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,1,90.7,81.1,90.7,81.1
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,2,90.7,82.3,90.7,83.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,3,90.7,84.5,90.7,88.8
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,4,90.7,84.5,90.7,84.7
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,5,90.7,84.6,90.7,85
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,6,90.7,84.6,90.7,84.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,7,90.7,83.5,90.7,77.3
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,8,90.7,82.7,90.7,77.4
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,9,90.7,82.2,90.7,77.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,10,90.7,81.9,90.7,79.9
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,11,90.7,81.8,90.7,80.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2013,12,90.7,81.4,90.7,76.4
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,1,90.7,72.8,90.7,72.8
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,2,90.7,72.8,90.7,72.9
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,3,90.7,70.3,90.7,65.4
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,4,90.7,70.5,90.7,71.2
